id,telegram_link,text_html,link_1,link_2,link_3,link_4,link_5,link_6,link_7,link_8,link_9,photo_path_1,photo_path_2,photo_path_3,photo_path_4,photo_path_5,photo_path_6,photo_path_7,photo_path_8,photo_path_9,photo_path_10,video_path_1,video_path_2,video_path_3,video_path_4,video_path_5,hashtag_1,hashtag_2,hashtag_3,hashtag_4,hashtag_5,hashtag_6,title_2gis,rating_2gis,average_check_2gis
2125,https://t.me/vkusnypiter/2125,"Турецкая кухня вышла для меня на новый уровень. Ресторан <strong>Meat_Coin</strong> на берегу Финского залива открыл глаза на то, какими должны быть настоящие турецкие завтраки 🇹🇷<br/><br/>Сперва на столе появляется тарелка со свежими овощами и национальной выпечкой поочу с творогом и зеленью, с картофелем и с кунжутом. Следом выносят доску с мясом и сыром - потому что ни один турецкий завтрак не обходится без него. Среди сыров будут мягкий эзина, нежная моцарелла и козий. Из мяса - бастурма, жареные говяжьи сардельки и бекон из мраморной говядины.<br/><br/>В заключении подают горячие блюда: глазунью из двух яиц с суджуком и мелемен с болгарским перцем, луком шалот, томатами и турецкими приправами. Второе блюдо полагается при заказе завтрака на двоих. И, конечно же, 11 топпингов к пуф-лавашу, который выпекают на открытой кухне у вас на глазах. Срези намазок есть всё от шоколадной пасты до тахина, пекмеза, мёда с каймаком, мягкого козьего сыра с гранатом и грецким орехом. Рекомендую авансом брать вторую порцию лаваша, потому что топпингов тут не жалеют 👌<br/><br/>Завтраки подают в субботу и воскресенье с 11 до часа дня. И только в <strong>Meat_coin Country Club</strong> на Приморском шоссе. Не перепутайте с их филиалом на Рубинштейна.<br/><br/>🤌 Цена вопроса: 1800 ₽ / 3300 ₽ если брать на двоих.<br/><br/><a href=""stickers/sticker (3).webp"">〰️</a> +7 (812) 240-66-66<br/><a href=""stickers/sticker (3).webp"">〰️</a> <a href=""https://go.2gis.com/pnakv"">Приморское шоссе, 466<br/></a><a href=""stickers/sticker (3).webp"">〰️</a> <a href=""https://meat-coin.com/kmr"">Сайт</a> Meat_coin<br/><br/><a href="""" onclick='return ShowHashtag(""За_городом"")'>#За_городом</a> <a href="""" onclick='return ShowHashtag(""турецкая_кухня"")'>#турецкая_кухня</a><br/><br/><a href=""stickers/sticker (4).webp"">✌️</a> Нравится пост? <a href=""https://t.me/vkusnypiter?boost"">Бусти канал</a>.",https://go.2gis.com/pnakv,https://meat-coin.com/kmr,,,,,,,,2125/photos/photo_1380@08-11-2022_22-28-03.jpg,2125/photos/photo_1381@08-11-2022_22-28-03.jpg,2125/photos/photo_1382@08-11-2022_22-28-03.jpg,2125/photos/photo_1383@08-11-2022_22-28-03.jpg,2125/photos/photo_1384@08-11-2022_22-28-04.jpg,2125/photos/photo_1385@08-11-2022_22-28-04.jpg,2125/photos/photo_1386@08-11-2022_22-28-04.jpg,2125/photos/photo_1387@08-11-2022_22-28-04.jpg,2125/photos/photo_1388@08-11-2022_22-28-04.jpg,,,,,,,#за_городом,#турецкая_кухня,,,,,Meat_Coin ,4.9,6000
2134,https://t.me/vkusnypiter/2134,"Как часто вы слышите об открытии новых парадных в городе? Я вот только про одну знаю - <strong>Paradnaya lounge</strong> с запоминающимся интерьером и балдёжной кухней <a href=""video_files/sticker.webm"">😎</a><br/><br/>Место находится в знакомом для многих дворике на Казанской. Перед входом горит яркая красная вывеска, а на лестнице не хватает только ковровой дорожки. Внутри всё на уровне: огромные диваны, на которых удобно сидеть, настоящая зелень и стильные люстры. Про барную стойку вообще молчу - в сочетании с арматурами-перегородками между диванами она выглядит действительно круто.<br/><br/>В <a href=""https://drive.google.com/drive/folders/1-Y1ARjU8FvpVbKZkh5gXjykodxwxsxhD"">меню</a> европейская кухня с авторскими нотками. Про неё так могу сказать - это то место, откуда выйдешь с чувством насыщения и без тяжести в животе. Для примера: бесподобный стейк из форели с кускусом и соусом на основе кокосового молока с добавлением зелёного масла, нежный тартар из говядины с желтком и картофелем фри, отлично сочетающиеся хумус с говядиной на хлебной лепёшке и так полюбившиеся мне креветки в темпуре с васаби <a href=""stickers/AnimatedSticker (2).tgs"">🤤</a><br/><br/>В коктейльной карте такая же красота, как и со всём здесь. Про классические коктейли скажу одно - почти все по 500 ₽. Авторские на 150 ₽ дороже, но какие там сочетания ингредиентов и подача: то вынесут в тики-бокале, то шоколад сверху положат, то украсят личи с сушёным ананасом. <br/><br/><a href=""stickers/sticker (3).webp"">〰️</a> +7 921 330-55-11<br/><a href=""stickers/sticker (3).webp"">〰️</a> <a href=""https://go.2gis.com/5tdg7"">Казанская, 7 лит Б<br/></a><a href=""stickers/sticker (3).webp"">〰️</a> <a href=""https://www.instagram.com/paradnaya.bysf/"">Paradnaya</a> в IG<br/><br/><a href="""" onclick='return ShowHashtag(""Невский_проспект"")'>#Невский_проспект</a> <a href="""" onclick='return ShowHashtag(""Сенная_площадь"")'>#Сенная_площадь</a> <a href="""" onclick='return ShowHashtag(""Спасская"")'>#Спасская</a> <a href="""" onclick='return ShowHashtag(""европейская_кухня"")'>#европейская_кухня</a> <a href="""" onclick='return ShowHashtag(""кальянная"")'>#кальянная</a><br/><br/><a href=""stickers/sticker (4).webp"">✌️</a> Нравится пост? <a href=""https://t.me/vkusnypiter?boost"">Бусти канал</a>.",https://paradnayalounge.ru/,https://go.2gis.com/5tdg7,,,,,,,,2134/photos/photo_1389@10-11-2022_00-00-42.jpg,2134/photos/photo_1390@10-11-2022_00-00-42.jpg,2134/photos/photo_1391@10-11-2022_00-00-43.jpg,2134/photos/photo_1392@10-11-2022_00-00-43.jpg,2134/photos/photo_1393@10-11-2022_00-00-43.jpg,2134/photos/photo_1394@10-11-2022_00-00-43.jpg,2134/photos/photo_1395@10-11-2022_00-00-43.jpg,2134/photos/photo_1396@10-11-2022_00-00-43.jpg,2134/photos/photo_1397@10-11-2022_00-00-43.jpg,,,,,,,#европейская_кухня,#кальянная,#невский_проспект,#сенная_площадь,#спасская,,Paradnaya Lounge Bar ,4.7,2000
2145,https://t.me/vkusnypiter/2145,"В последнее время всё чаще тянет за город. Видимо это желание насладиться последними днями осени на природе, пока не стало слишком холодно. Все, кто разделяют со мной это стремление, зацените одну из последних находок - <strong>Бор 812</strong> 🌳<br/><br/>В двух словах про местечко: полчаса по Приморскому шоссе в сторону посёлка Солнечное - и вы в раю. Этот загородный клуб включает в себя отельный комплекс, бани и ресторан. Номера декорированы сублимированным мхом, деревом и живой зеленью - всё по канонам северного модерна. На территории  насчитал 8 уникальных бань. Одна из них находятся в здании с формой гигантской бочки и будет отлично смотреться у вас в нельзяграме. Среди <a href=""https://2gis.ru/spb/firm/70000001045204617/tab/prices?m=29.927363%2C60.150612%2F16&amp;utm_source=telegram&amp;utm_medium=vkusnypiter&amp;utm_campaign=bor812menu_spb"">процедур</a> много интересного: от парения в 4 руки до растирания мёдом, солью и кубиками льда.<br/><br/>Самое интересное оставил напоследок - ресторан и еда. Забегая вперёд скажу, что на втором этаже отлично вписалась винотека с каким-то нереальным выбором вина разных сортов, происхождения и выдержки. А весь первый отведён под посадочные места с запредельным уровнем зелени, мы в бору, как-никак 🍃<br/><br/>В меню преимущественно русская и европейская кухни. Ребята на днях презентовали осеннее обновление блюд и мне даже удалось послушать, что интересно там появилось. Например, тартар из вяленой фермерской утки, которую неделю выдерживали в климатической камере. Филе пропитывается специями, замешивается с козьим сыром и украшается тонкими слайсами маринованной тыквы. Ещё очень запомнился бейгл из воздушной бриоши с жареными белыми грибами и грибным кремом сливочной текстуры. Тут вообще пальчики оближешь. И претендент в мои фавориты - тыквенные ньокки с утиным хамоном и муссом из пармезана и стружкой из вяленого тунца.<br/><br/>〰️ +7 921 681-28-12<br/>〰️ <a href=""https://go.2gis.com/rtpwdh"">Как проехать в Бор 812<br/></a>〰️ <a href=""https://borclub.ru/"">Ссылка на сайт<br/><br/></a><a href="""" onclick='return ShowHashtag(""За_городом"")'>#За_городом</a> <a href="""" onclick='return ShowHashtag(""авторская_кухня"")'>#авторская_кухня</a><br/><br/><a href=""stickers/sticker (4).webp"">✌️</a> Нравится пост? <a href=""https://t.me/vkusnypiter?boost"">Бусти канал</a>.",https://borclub.ru/,https://go.2gis.com/rtpwdh,,,,,,,,2145/photos/photo_1398@11-11-2022_16-27-31.jpg,2145/photos/photo_1399@11-11-2022_16-27-31.jpg,2145/photos/photo_1400@11-11-2022_16-27-31.jpg,2145/photos/photo_1401@11-11-2022_16-27-31.jpg,2145/photos/photo_1402@11-11-2022_16-27-32.jpg,2145/photos/photo_1403@11-11-2022_16-27-32.jpg,2145/photos/photo_1404@11-11-2022_16-27-32.jpg,2145/photos/photo_1405@11-11-2022_16-27-32.jpg,2145/photos/photo_1406@11-11-2022_16-27-32.jpg,,,,,,,#авторская_кухня,#за_городом,,,,,Бор 812 ,4.9,3000
2304,https://t.me/vkusnypiter/2304,"Распробовал на вкус блюда русско-французского ресторана <strong>Фюнамбюль</strong>, а заодно прикоснулся к истории появления Театра Канатных Плясунов - хита начала 19 века в Париже 🎭<br/><br/>Отсылки к истории названием не ограничиваются. Стены ресторана украшены фотографиями уличного театра и репродукциями рекламных плакатов. В меню упоминается легендарный фильм 1940-х годов Дети райка и известные актёры того времени. Сам интерьер обыгран таким образом, словно ты сидишь в роскошном буфете театра.<br/><br/>На днях там ещё и <a href=""https://funambules.ru/#tomenu"">меню</a> обновилось, так что я удачно заглянул и попробовал новинки. Раньше у меня с гребешком ассоциировалось только оливье в Bruxx. Теперь к нему добавился тартар из гребешка и лосося - его подают на крем-чизе с соусом на азиатский манер, поэтому у блюда получается яркий вкус без добавления усилителей. Среди супов появился наваристый и плотный биск с крабом - порция там большая, поэтому мы брали одну на двоих <a href=""video_files/sticker (3).webm"">✌️</a><br/><br/>Одно из блюд классической гастрономии Франции тоже появилось в недавнем обновлении меню - петух в вине по-бретонски с каштанами и ризотто с артишоками. Нежное, сочное мясо, да ещё и порция не на одного. А если любите ягоды и сладкие десерты, обязательно берите карамельный мильфей. Тесто для десерта перед выпеканием прокатывают в сахарной пудре, поэтому оно получается хрустящим. Вкусняшку подают со свежей клубникой и ягодным джемом сверху.<br/><br/>Ежедневно в ресторане живые выступления на фортепиано с 7 вечера. А по средам и субботам к фортепиано добавляется саксофон.<br/><br/>💎 С 12 до 4 дня по будням скидка 20 % на всё меню, кроме детских блюд и завтраков.<br/><br/>〰️ +7 (812) 467-86-89<br/>〰️ <a href=""https://go.2gis.com/ju91w"">​Малая Конюшенная, 5<br/></a>〰️ <a href=""https://funambules.ru/"">Ссылка на сайт</a><br/><br/><a href="""" onclick='return ShowHashtag(""Невский_проспект"")'>#Невский_проспект</a> <a href="""" onclick='return ShowHashtag(""Адмиралтейская"")'>#Адмиралтейская</a> <a href="""" onclick='return ShowHashtag(""Гостиный_Двор"")'>#Гостиный_Двор</a> <a href="""" onclick='return ShowHashtag(""французская_кухня"")'>#французская_кухня</a><br/><br/><a href=""stickers/sticker (4).webp"">✌️</a> Нравится пост? <a href=""https://t.me/vkusnypiter?boost"">Бусти канал</a>.",https://funambules.ru/,https://go.2gis.com/ju91w,,,,,,,,2304/photos/photo_1493@10-12-2022_20-05-32.jpg,2304/photos/photo_1494@10-12-2022_20-05-32.jpg,2304/photos/photo_1495@10-12-2022_20-05-32.jpg,2304/photos/photo_1496@10-12-2022_20-05-32.jpg,2304/photos/photo_1497@10-12-2022_20-05-32.jpg,2304/photos/photo_1498@10-12-2022_20-05-32.jpg,2304/photos/photo_1499@10-12-2022_20-05-32.jpg,2304/photos/photo_1500@10-12-2022_20-05-32.jpg,2304/photos/photo_1501@10-12-2022_20-05-32.jpg,,,,,,,#адмиралтейская,#гостиный_двор,#невский_проспект,#французская_кухня,,,Фюнамбюль ,4.9,2500
2313,https://t.me/vkusnypiter/2313,"Спешалти-кофейня в укромном Сапёрном переулке - <strong>Коллектив кофе</strong>. Много кофе в зёрнах, прекрасные десерты и эстетичный интерьер ☕️ <br/><br/>В посте уже и так слишком часто использовалось слово «кофе», но что поделать, когда ребята горят своим делом, а их дело - этот напиток.<br/><br/>Внутри стоит целый стеллаж с фасованными зёрнами для фильтра и дрип-пакетами - во всём этом я полный ноль. Зато разбираюсь во вкусном латте и раф. И они оба здесь хороши: латте сам по себе, а вот в раф добавляют крутой сироп на основе кленового сока из Пензы 🍁 <br/><br/>Десерты делают сами. Получается отлично. Самые ходовые - кексы. Есть вишнёвый с шоколадом, есть веганский со вкусом лимона - свой голос отдаю ему на все 100.<br/><br/>Кофейня хоть и небольшая, но это только на первый взгляд - в глубине есть второй зал, где можно разместиться с ноутбуком. А чтобы было совсем хорошо, мы с ребятами подготовили приятный сюрприз.<br/><br/><a href=""stickers/sticker (3).webp"">〰️</a> +7 906 266-50-81<br/><a href=""stickers/sticker (3).webp"">〰️</a> <a href=""https://go.2gis.com/wmwlgn"">Сапёрный пер., 16/36<br/></a><a href=""stickers/sticker (3).webp"">〰️</a> <a href=""https://www.instagram.com/collective.petersburg/"">Ссылка на IG<br/><br/></a><a href="""" onclick='return ShowHashtag(""Площадь_Восстания"")'>#Площадь_Восстания</a> <a href="""" onclick='return ShowHashtag(""Маяковская"")'>#Маяковская</a> <a href="""" onclick='return ShowHashtag(""кофейня"")'>#кофейня</a><br/><br/><a href=""stickers/sticker (4).webp"">✌️</a> Нравится пост? <a href=""https://t.me/vkusnypiter?boost"">Бусти канал</a>.",https://go.2gis.com/wmwlgn,,,,,,,,,2313/photos/photo_1502@12-12-2022_23-50-45.jpg,2313/photos/photo_1503@12-12-2022_23-50-45.jpg,2313/photos/photo_1504@12-12-2022_23-50-45.jpg,2313/photos/photo_1505@12-12-2022_23-50-45.jpg,2313/photos/photo_1506@12-12-2022_23-50-45.jpg,2313/photos/photo_1507@12-12-2022_23-50-45.jpg,,,,,,,,,,#кофейня,#маяковская,#площадь_восстания,,,,Коллектив кофе ,4.9,250
2336,https://t.me/vkusnypiter/2336,"Обязательно соглашайтесь, если кто-нибудь предложит вам заглянуть в <strong>Каморку</strong> - это новый бар на Некрасова, который влюбляет в себя с той самой минуты, как вы возьмёте в руки их барную карту <a href=""stickers/AnimatedSticker (17).tgs"">😏</a><br/><br/>У бара есть своя байка. Раньше в этом помещении находилась небольшая квартира, в которой жили с 1877 года. При обустройстве бара, здесь нашли небольшую каморку дедовских настоек и стратегический запас водки. Это и стало поводом для вдохновения новых ""жильцов"" на такой обширный ассортимент шикарных настоек.<br/><br/>В <a href=""https://kamorkaspb.ru/#Menu"">меню</a> я насчитал 45 настоек - эту коллекцию вкусов ребята собирали 5 лет. Среди них нашёл свою любимую черноплодку, которая вяжет рот, словно ты только сорвал ягоды с дерева, и чуть более сладкую виноградную на тутовом дистилляте (она расположена в разделе барских настоек).<br/><br/>Коктейльное меню тоже впечатляет. В первую очередь тем, что ребята могут приготовить напиток по вашему запросу. До сих пор <a href=""https://t.me/vkusnypiter/706"">удивляюсь</a>, что так мало кто делает. Мы заказывали авторскую версию маргариты под названием Брокмания - с агавой не из текилы и роматикой гибискуса, которая кардинально меняет вкус коктейля. Второй коктейль был из разряда самодельных - Лимонный пирог - на основе сливочного ликёра Адвокат с добавлением сгущёнки и корицы по желанию <a href=""stickers/AnimatedSticker (18).tgs"">🤤</a><br/><br/>Из закусок присмотритесь к муссу из сала и чеснока - такой вы нигде не найдёте. Мусс подают с тостами из бородинского хлеба. Среди бутербродов очень понравились варианты с пикантно-сладкими креветками и с ростбифом с вялеными томатами. Хотя вру, бутерброд с паштетом и лисичками тоже прекрасен - ребята сказали это потому, что куриный паштет они делают сами. Один из немногих, который мне понравился отсутствием специфического послевкусия.<br/><br/>〰️ +7 989 346-59-58<br/>〰️ ​<a href=""https://go.2gis.com/kk09k1"">Некрасова, 22</a><br/>〰️ <a href=""https://kamorkaspb.ru/"">Ссылка на сайт</a><br/><br/><a href="""" onclick='return ShowHashtag(""Чернышевская"")'>#Чернышевская</a> <a href="""" onclick='return ShowHashtag(""Маяковская"")'>#Маяковская</a> <a href="""" onclick='return ShowHashtag(""Площадь_Восстания"")'>#Площадь_Восстания</a> <a href="""" onclick='return ShowHashtag(""бар"")'>#бар</a><br/><br/><a href=""stickers/sticker (4).webp"">✌️</a> Нравится пост? <a href=""https://t.me/vkusnypiter?boost"">Бусти канал</a>.",https://kamorkaspb.ru/,https://go.2gis.com/kk09k1,,,,,,,,2336/photos/photo_1508@17-12-2022_18-50-08.jpg,2336/photos/photo_1509@17-12-2022_18-50-08.jpg,2336/photos/photo_1510@17-12-2022_18-50-08.jpg,2336/photos/photo_1511@17-12-2022_18-50-08.jpg,2336/photos/photo_1512@17-12-2022_18-50-08.jpg,2336/photos/photo_1513@17-12-2022_18-50-08.jpg,2336/photos/photo_1514@17-12-2022_18-50-08.jpg,2336/photos/photo_1515@17-12-2022_18-50-08.jpg,2336/photos/photo_1516@17-12-2022_18-50-08.jpg,,,,,,,#бар,#маяковская,#площадь_восстания,#чернышевская,,,Каморка ,4.8,700
2345,https://t.me/vkusnypiter/2345,"Ресторан грузинской кухни <strong>Vakh</strong> со свежим видением традиционных блюд. Прихожу сюда не первый раз и всё не нарадуюсь <a href=""video_files/sticker (10).webm"">🤩</a><br/><br/>Я очень люблю грузинскую кухню и ту её интерпретацию, что готовят здесь. Само заведение сочетает в себе грузинский колорит и европейские традиции.<br/><br/>В <a href=""https://vakh-rest.ru/menu"">меню</a>, кроме аутентичных блюд, можно попробовать хинкали с горгонзолой и томатами, салат с хрустящими баклажанами, сладким соусом чили и сливочным кремом. Маст-трай: фирменный хачапури от шефа с имеретинским сыром, домашним сулугуни, камамбером, горгонзолой и грушей. Его подают со сладко-солёным вареньем из винограда и грецкого ореха 🍇<br/><br/>На десерт мы заказывали шоколадный торт Vakh, который ребята готовят по старинному грузинскому рецепту с двумя видами крема, воздушным безе, грецким орехом и свежими ягодами. Размеры порции впечатляют!<br/><br/>Винная карта состоит из позиций крупных грузинских домов и небольших виноделен. Коктейльную карту создали на основе грузинских ингредиентов и оформили совместно с молодыми художниками.<br/><br/>Приятно, с каким вниманием ребята из <strong>Vakh</strong> относятся к своим гостям: в прошлый раз подарили баночку домашнего варенья, сейчас - стакан согревающего пунша <a href=""stickers/AnimatedSticker (19).tgs"">🫶</a><br/><br/>〰️ +7 995 595-99-95<br/>〰️ ​<a href=""https://go.2gis.com/86v5f"">Большая Зеленина, 34</a><br/>〰️ <a href=""https://vakh-rest.ru/"">Ссылка на сайт</a><br/><br/><a href="""" onclick='return ShowHashtag(""Чкаловская"")'>#Чкаловская</a> <a href="""" onclick='return ShowHashtag(""грузинская_кухня"")'>#грузинская_кухня</a><br/><br/><a href=""stickers/sticker (4).webp"">✌️</a> Нравится пост? <a href=""https://t.me/vkusnypiter?boost"">Бусти канал</a>.",https://vakh-rest.ru/,https://go.2gis.com/86v5f,,,,,,,,2345/photos/photo_1517@18-12-2022_19-41-57.jpg,2345/photos/photo_1518@18-12-2022_19-41-57.jpg,2345/photos/photo_1519@18-12-2022_19-41-57.jpg,2345/photos/photo_1520@18-12-2022_19-41-57.jpg,2345/photos/photo_1521@18-12-2022_19-41-57.jpg,2345/photos/photo_1522@18-12-2022_19-41-57.jpg,2345/photos/photo_1523@18-12-2022_19-41-57.jpg,2345/photos/photo_1524@18-12-2022_19-41-57.jpg,2345/photos/photo_1525@18-12-2022_19-41-57.jpg,,,,,,,#грузинская_кухня,#чкаловская,,,,,Vakh ,4.8,2500
2378,https://t.me/vkusnypiter/2378,"<strong>Prosa</strong> - спрятанный во дворе набережной канала Грибоедова атмосферный ресторан. История места началась с любви владельцев к ""Бенедиктам"" и переросла в завтраки с открытия до закрытия. Это и стало основной концепцией заведения 🧀<br/><br/>Интерьер выглядит впечатляюще: сводчатый потолок, искусственные фрески и местами виднеющаяся кирпичная кладка стен. Посидеть здесь вечером при свечах за бокалом вина - как отличная идея для свидания.<br/><br/>Я уже отметил, что завтраки в <strong>Prosa</strong> подают весь день, но ими не ограничиваются. В меню были найдены шикарные брускетты: сезонные грибы и авокадо с креветками. Находятся в стартерах и начинать рекомендую именно с них.<br/><br/>Из горячего смело берите томатный суп с морепродуктами, среди которых гребешок, креветки и лосось. Недавно в меню появился отличный фланк-стейк медиум прожарки с брюссельской капустой и соусом к ней на основе куриного бульона и красного вина.<br/><br/>Кстати, домашние лимонады здесь отвал всего. По названиям непонятно, так что оставлю пояснения тут: ""Критика чистого вкуса"" - это персик и кокос, а ""Отражающий реальность"" - малина и вишня. Оба в меру кислые и с очень насыщенным вкусом.<br/><br/>〰️ +7 981 851-97-37<br/>〰️ ​<a href=""https://go.2gis.com/2yw2v"">Наб. канала Грибоедова, 5<br/></a>〰️ <a href=""https://t.me/prosa_breakfastbar"">@prosa_breakfastbar</a><br/><br/><a href="""" onclick='return ShowHashtag(""Гостиный_Двор"")'>#Гостиный_Двор</a> <a href="""" onclick='return ShowHashtag(""Невский_проспект"")'>#Невский_проспект</a> <a href="""" onclick='return ShowHashtag(""Адмиралтейская"")'>#Адмиралтейская</a> <a href="""" onclick='return ShowHashtag(""европейская_кухня"")'>#европейская_кухня</a><br/><br/><a href=""stickers/sticker (4).webp"">✌️</a> Нравится пост? <a href=""https://t.me/vkusnypiter?boost"">Бусти канал</a>.",https://go.2gis.com/2yw2v,https://t.me/prosa_breakfastbar,,,,,,,,2378/photos/photo_1538@23-12-2022_21-43-37.jpg,2378/photos/photo_1539@23-12-2022_21-43-38.jpg,2378/photos/photo_1540@23-12-2022_21-43-38.jpg,2378/photos/photo_1541@23-12-2022_21-43-38.jpg,2378/photos/photo_1542@23-12-2022_21-43-38.jpg,2378/photos/photo_1543@23-12-2022_21-43-38.jpg,2378/photos/photo_1544@23-12-2022_21-43-38.jpg,2378/photos/photo_1545@23-12-2022_21-43-38.jpg,2378/photos/photo_1546@23-12-2022_21-43-38.jpg,,,,,,,#адмиралтейская,#гостиный_двор,#европейская_кухня,#невский_проспект,,,Prosa Breakfast Bar ,4.5,1000
2393,https://t.me/vkusnypiter/2393,"На Адмиралтейской появился новый ресторан Арама Мнацаканова <strong>Da Manu</strong>. В переводе на русский - «У Ману», т. е. Мануэля Сурачи, который является бренд-шефом и соавтором заведения 👨‍🍳<br/><br/>Уровень, с которым подошли к оформлению интерьера, видно сразу: мраморные столы, обтянутые бархатом стулья и диваны, премиальная посуда, которая используется в королевских дворцах в Великобритании. Под потолком висит шикарная ретро-люстра, а на стене панно с фрагментами фрески «Сотворение человека».<br/><br/>Поскольку шефствует здесь Мануэль, обязательно нужно пробовать его пиццу. Она сделана на тончайшем тесте и с хрустящей корочкой. Мы брали 4 сыра (пармезан, талледжио, горгонзола и моцарелла) и ветчину с трюфельным кремом. <br/><br/>Из других блюд, что я пробовал, рекомендую цитрусовый салат с апельсином и грейпфрутом, брускетту прошутто котто на воздушной фокачче и кремом из пармезана. Ещё очень понравилась паста с крабом - макароны аль денте с томатно-сливочным соусом <a href=""stickers/AnimatedSticker (16).tgs"">👌</a><br/><br/>На десерт берите чизкейк: его готовят без муки на основе козьего сыра. Он запекается при высокой температуре, чтобы получились аппетитные корочки. Вкусняшку подают с голубикой и поливают её сиропом.<br/><br/>〰️ +7 921 918-69- 95<br/>〰️ <a href=""https://go.2gis.com/0iy0h"">​Большая Морская, 36<br/></a>〰️ <a href=""https://probka.org/restaurants/da-manu-morskaya/"">Ссылка на сайт<br/><br/></a><a href="""" onclick='return ShowHashtag(""Адмиралтейская"")'>#Адмиралтейская</a> <a href="""" onclick='return ShowHashtag(""Невский_проспект"")'>#Невский_проспект</a> <a href="""" onclick='return ShowHashtag(""Садовая"")'>#Садовая</a> <a href="""" onclick='return ShowHashtag(""итальянская_кухня"")'>#итальянская_кухня</a><br/><br/><a href=""stickers/sticker (4).webp"">✌️</a> Нравится пост? <a href=""https://t.me/vkusnypiter?boost"">Бусти канал</a>.",https://go.2gis.com/0iy0h,https://probka.org/restaurants/da-manu-morskaya/,,,,,,,,2393/photos/photo_1549@25-12-2022_16-45-35.jpg,2393/photos/photo_1550@25-12-2022_16-45-35.jpg,2393/photos/photo_1551@25-12-2022_16-45-35.jpg,2393/photos/photo_1552@25-12-2022_16-45-36.jpg,2393/photos/photo_1553@25-12-2022_16-45-36.jpg,2393/photos/photo_1554@25-12-2022_16-45-36.jpg,2393/photos/photo_1555@25-12-2022_16-45-36.jpg,2393/photos/photo_1556@25-12-2022_16-45-36.jpg,2393/photos/photo_1557@25-12-2022_16-45-36.jpg,,,,,,,#адмиралтейская,#итальянская_кухня,#невский_проспект,#садовая,,,Da Manu ,4.9,2700
2416,https://t.me/vkusnypiter/2416,"Ни разу до этого момента не был в чайхане. А ведь это - кладезь блюд восточной кухни. На примере чайханы <strong>Чабрец</strong> расскажу и покажу, что там к чему <a href=""stickers/AnimatedSticker (22).tgs"">😉</a><br/><br/><strong>Чабрец</strong> принадлежит Che group - у ребят 7 филиалов по городу. В посте речь пойдёт про панорамную двухэтажную чайхану на Аптекарской набережной.<br/><br/>Изнутри открывается вид на Большую Невку. В интерьере множество деталей на восточный манер, которые дополняют друг друга и воссоздают атмсоферу настоящего чайного дома 🫖<br/><br/>В меню большой выбор блюд с упором на мясо. Среди них и авторские позиции. Например, салат с копчёной индейкой и грушей в соусе терияки со свежими овощами. Среди супов заприметил наваристую мясную соляночку по-домашнему с несколькими видами мяса. Её подают со сметаной.<br/><br/>Из горячих блюд рекомендую фирменный казан-кабоб с ягнёнком. Раньше у ребят была только порция на компанию, но из-за популярности блюда шеф подготовил порцию на одного. А ещё можно заказать шашлык из мякоти ягнёнка - к нему идут соус, маринованный лук и вкуснющий армянский лаваш.<br/><br/><a href=""stickers/sticker (3).webp"">〰️</a> +7 (812) 291-31-11<br/><a href=""stickers/sticker (3).webp"">〰️</a> <a href=""https://go.2gis.com/28340l"">Аптекарская наб., 20</a><br/><a href=""stickers/sticker (3).webp"">〰️</a> <a href=""https://chegroup.ru/restaurants/chabrets-aptekarskaya/"">Ссылка на сайт</a><br/><br/><a href="""" onclick='return ShowHashtag(""Петроградская"")'>#Петроградская</a> <a href="""" onclick='return ShowHashtag(""восточная_кухня"")'>#восточная_кухня</a><br/><br/><a href=""stickers/sticker (4).webp"">✌️</a> Нравится пост? <a href=""https://t.me/vkusnypiter?boost"">Бусти канал</a>.",https://go.2gis.com/28340l,https://chegroup.ru/restaurants/chabrets-aptekarskaya/,,,,,,,,2416/photos/photo_1559@28-12-2022_21-31-51.jpg,2416/photos/photo_1560@28-12-2022_21-31-51.jpg,2416/photos/photo_1561@28-12-2022_21-31-51.jpg,2416/photos/photo_1562@28-12-2022_21-31-51.jpg,2416/photos/photo_1563@28-12-2022_21-31-51.jpg,2416/photos/photo_1564@28-12-2022_21-31-51.jpg,2416/photos/photo_1565@28-12-2022_21-31-52.jpg,2416/photos/photo_1566@28-12-2022_21-31-52.jpg,2416/photos/photo_1567@28-12-2022_21-31-52.jpg,,,,,,,#восточная_кухня,#петроградская,,,,,Чабрец ,4.8,1800
